model,year,kilometers,engine,price,description
Toyota Yaris,2008,188000,Gasolina,6500,"DESCRIPCIÓN CALIFICACIONES SEGURIDAD vendo toyota yaris 2008 sedan automatico 4 puertas, vidrios electricos, espejos electricos. traspaso directo, tarjeta a mi nombre. detalle: compresor de aire acondicionado malo precio 6,500 negociable lo muestro en los alrededores de la UES"
Hyundai EON,2018,44400,Gasolina,8700,"Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si Color : Gris Vendo Hyundai eón súper económico 2018 de agencia: - Motivo de la venta : Ya compré otro carro necesitamos conseguirle un nuevo dueño DETALLES: -V44,400 kM estándar -AC -de Agencia un solo dueño -Mantenimiento al día en agencia -Las 5 llantas nuevas batería Nueva -Alarma cierre central - Forros de asientos -Audio con USB -Polarizado de ley 35% -4 Puertas -Motor 800 económico -Tapicería 100 -Herramientas de fábrica (cambio de llantas)"
Nissan Versa,2017,87948,Gasolina,6100,DESCRIPCIÓN CALIFICACIONES SEGURIDAD vehiculo listo para manejar papeles en regla detallitos estericos tapiceria en buenas condiciones motor economico aire acondicionado cd player vidrios manuales interesados escribir al whaapp no se acaptan trasferencias internacionales se vende por motivos de viaje taraspaso directo
Mitsubishi Mirage G4,2019,72300,Gasolina,7900,"Financiamiento: no Color : Gris Claro Vendo Mitsubishi Mirage G4 2019 Motor 1200 cc (35mpg/56 kmpg apróx.) Caja automática continuamente variable Portavasos doble en asiento trasero Rines de acero de 15 pulgadas con tapones Frenos ABS Alarma antirrobo Espejos, seguros y vidrios eléctricos Aire acondicionado (8.3°C- 9.0°C suministro) Controles de audio al volante Reproductor de música con puerto USB y conexión Bluetooth Sistema de sonido de dos bocinas Pantalla de 7"" Sistema Antiderrape Alfombras de piso de Fábrica Mantenimiento al día 72,300 millas Poco Negociable Muestro a interesados en Santa Tecla, Meliot o Escalón. Solo Efectivo, no cambios. Interesad llamar al"
Kia Cerato,2017,86000,Gasolina,11700,"Color : Gris Kia CERATO de AGENCIA, motor 1.6 super económico, full extras, todavía con un mantenimiento pendiente en agencia. Frenos recién cambiados. Estándar 6 velocidades, bluetooth, doble aire acondicionado. NO CHOCADO. Dos bolsas de aire de fábrica. Frenos ABS."
Hyundai Elantra,2018,77000,Gasolina,10000,"Precio negociable: si Color : AZUL 3 modos de manejo y sistema eco, bolsas buenas, pantalla con cámara de retroceso de fábrica, rines especiales, mandos al timón, tiene 77000 millas. A toda prueba! Traspaso directo! Muestro en Mejicanos $10,000 poco negociable, para más informacion llamar"
Jeep Renegade,2019,50000,Gasolina,11800,"Precio negociable: si Color : Naranjado 31,000 millas reales Económica y espaciosa Aire acondicionado funcionando al 100 Mantenimiento al día Encendido de proximidad Sistema de frenos ABS"
Nissan Versa,2014,171356,Gasolina,6700,"Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD Se vende Nissan Versa año 2014, tipo sedan de 4 puertas, motor 1.6 lt, transmisión manual, rines especiales, placas salvadoreñas, puertas y vidrios manuales, con 106,476 millas. Precio $6,700.00 NEGOCIABLE."
Chevrolet Cruze,2019,72530,Gasolina,9000,"Precio negociable: si Color : Rojo Chevrolet Cruze Lt 2019 -Motor 1.4 turbo - Millas 72,525 -Sedan 4 puertas - Secuencial - Rines especiales - A/C al 100% - Apple Car/ Android auto -Paquete eléctrico -Camara de retroceso Detalle de Power Steering. Precio $9,900 negociable"
Mercedes Benz C-Class,2010,125000,Gasolina,9500,"Precio negociable: si Color : Blanco Vendo Mercedes Benz C300 4MATIC 2010 Rines Especiales 17&amp;quot; Vías en los espejos Halógenos Techo Panorámico Asientos de Cuero Asientos delanteros Eléctricos con calefacción, (El del conductor con 3 memorias de posición) Cámara de Retroceso Pantalla Android Bluetooth y Sonido de Fábrica ACEPTO VEHÍCULO A CUENTA Vendo o Cambio, Precio Negociable!"
Audi A4 allroad,2010,200000,Gasolina,8500,"Precio negociable: si Color : Rojo Vendo Audi A4 Quattro 2.0T 2010 Motor 2.0 Turbo Automático y Secuencial 6 velocidades Rines Especiales (17&amp;amp;quot;) Vías en los espejos Halógenos Sunroof Asientos de Cuero bien cuidados Asientos delanteros Eléctricos con calefacción Llanta de repuesto y accesorios de emergencia originales Audi de fábrica Silvines Xenón con barras led Polarizado V-Kool completo con Garantía por escrito de 10 años Asegurado en $12,500 (Kilometraje actual en la última foto) ACEPTO VEHÍCULO A CUENTA Vendo o Cambio, Precio Negociable!"
Hyundai Accent,2014,7300,Gasolina,7300,Precio negociable: si Color : Plateado DESCRIPCIÓN CALIFICACIONES SEGURIDAD Tapicería en buen estado Pintura mínimos detalles Sistema eléctrico Transmisión automática secuencial Rines con copa Cinco llantas Aceite sintético (caja y motor) Bolsas de aire buenas
Nissan Versa,2017,83330,Gasolina,8000,Garantía: Extensa garantía disponible. Solicitar detalles. Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD Nissan Versa SV 2017
