model,year,kilometers,engine,price,description
Nissan Sentra,2015,96000,Gasolina,6800,"Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Nissan Sentra 2015 automático -Pantalla y cámara de retroceso -95930 millas -Motor y caja a toda prueba -Motor 1.8 muy económico y sin fugas -Cero Check -3 sistemas de manejo: Eco, Sport y Normal -A/C -Mandos al timón $6,800 Negociables Llamadas y Whatsapp"
Toyota Yaris,2014,90300,Gasolina,10400,"Financiamiento: no Precio negociable: si Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Toyota Yaris 2014 (AGENCIA) Motor 1.3 CC Transmisión ESTÁNDAR Vidrios y espejos manuales Alarma y cierre central Recorrido 90,300 km Rines especiales y llantas nuevas marca FIRESTONE las 4 Suspencion y dirección en Perfecto estado Aire acondicionado helando Todas sus bolsas buenas Tapicería limpia Alfombras originales Sistema de embrague (CLUCTH) nuevo y cambio de aceite de motor recién hecho Ningún check encendido Alógenas originales y funcionando Tarjeta a mi nombre , segundos dueños Precio $10,400 Negociables Se muestra en : Sonsonate , Lourdes u Opico , con coordinación previa. MÁS INFORMACIÓN"
Toyota Corolla,2015,106022,Gasolina,8900,"Precio negociable: si Color : negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo Toyota Corolla Version S 2015 1.8 Full Extras, Transmisión Automática CVT con cambios de velocidad en el Timón, Rines especiales #17, Llantas con 2 meses de uso , frenos ABS, Faros LED luz blanca y Faros Antiniebla color amarillo LED, espejos eléctricos con vías, Tapicería de Cuero de fábrica, pantalla táctil de fabrica con cámara de retroceso y mandos a timón, Control de audio en el volante, Modo Eco y Sport, precio por detalles de pintura y raspones se recomienda pulir o pintar a su gusto, bolsas de aire malas, Aire Acondicionado en excelentes condiciones, con cromos y polarizado, con 106,022 millas como se ve en la foto."
Mazda 3,2015,108,Gasolina,8400,"Se vende calidad de vehículo, excelente rendimiento de combustible y tecnología, motor 2.0 skyactive, esta puede ser su próxima nave. Se muestra en Sonsonate preferiblemente, 108k millas, full eléctrico a toda prueba. Véalo y negociamos…"
Toyota Corolla,2001,93000,Gasolina,3600,DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo Corolla 2001
Jeep Renegade,2019,31000,Gasolina,11500,Precio negociable: si Color : Naranjado
BMW 328,2015,110000,Gasolina,16000,"Color : Beige Se agarra carro más ribete, nada sobrevalorado Se vende Bimmer 328i año 2015 (2.0 T turbo) con algunas extras en el motor Downpipe VRSF De alto flujo, válvula del turbo GFB, filtro K&N Typhoon series, Body kit completo con mirror caps efecto fibra de carbono y parrilla M , Rines 19 Staggered, color original BMW Orion Silver, pantalla grande, Cámaras laterales, sensores de punto ciego, asistencia de frenado de emergencia y salida de carril, Discos delanteros Ventilados, Headlights BMW LED auto regulables Motor seco, sin detalles mecánico"
Dodge Dart,2015,74000,Gasolina,7500,"Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si Color : azul Dodge Dart RALLYE 2015, motor 2.4, 4 cilindros, automatico secuencial 6vel, bolsas buenas, rines especiales 18, 67mil millas, paquete electrico completo, controles de audio y voz al timon, pantalla tactil de fabrica y camara retroceso, control traccion antiderrapes (DSC), llave fobik, sistema aire acondicionado y calefaccion en perfecto estado, halogenos de fabrica, stop de baul racetrack led (iluminado completo baul y stops), intake, poleas ultralivianas, capo especial aluminio version GT, spoiler delantero, cola de pato con led, polarizado, asientos tipo butaca, tuercas de seguridad en los rines, mantenimientos al dia, papeles en regla traspaso directo. vehiculo a toda prueba. PRECIO $7,500 negociable. MAYOR INFORMACION LLAMAR AL whatsapp disponible"
otros + DATSUN,1980,1000000,Gasolina,2000,Color : AZUL NEGRO DATSUN MODELO 210 CLASICO A TODA PRUEBA
Mitsubishi Lancer,2013,158000,Gasolina,6700,"Precio negociable: si Color : Blanco Mitsubishi Lancer 2013, automático, motor 2.0. Aire acondicionado funcionando bien. Precio $ 6,700 negociables. Llamar o escribir."
Nissan Altima,2005,112000,Gasolina,3800,"Precio negociable: si Color : Rojo Vendo Bonito Nissan Altima año 2005 en $3800 poco negociable, Color Rojo con sus Rines especiales Originales, A/C funcionando y Pantalla Táctil de Videos con USB con sonido de fabrica y trasmisión secuencial automática. Para mayor información llamar a los siguientes números de celular. Con Diego Con Úrsula Se muestra en Plaza Mundo."
Nissan Sentra,2015,16100,Gasolina,6800,"Precio negociable: si Color : Rojo DESCRIPCIÓN CALIFICACIONES SEGURIDAD se vende Nissan Sentra full extra año 2015, a toda prueba. el motivo de venta es por viaje fuera del país, precio poco negociable"
Hyundai Elantra,2015,98000,Gasolina,9100,"Financiamiento: no Precio negociable: si Color : Azul DESCRIPCIÓN CALIFICACIONES SEGURIDAD HYUNDAI ELANTRA 2015 SPORT LIMITED - AUTOMATICO SECUENCIAL - MOTOR 2.0 - SISTEMA ECO - SUNROOF - ENCENDIDO DE APROXIMACIÓN/ BOTÓN - SENSORES DE APROXIMACION EN PUERTAS DELANTERAS Y BAUL - ASIENTOS DE CUERO - ASIENTO DE CONDUCTOR ELECTRICO CON RESPALDO LUMBAR - PANTALLA TACTIL - CAMARA DE RETROCESO DE FABRICA - MANDOS AL TIMOON - BLUETOOTH, CD, AUX, USB - HALOGENOS - STOPS LED - ODOMETRO: 98,XXX MILLAS - RINES ESPECIALES DE LUJO - VIAS EN RETROVISORES - DETALLES CROMADOS - CALEFACCION EN ASIENTOS - LLANTAS COMO NUEVAS - CERO RUIDOS DE SUSPENSION - CERO FUGAS - TRASPASO DIRECTO - $9,100.00 NEG - INFO /"
Hyundai Accent,2007,155000,Gasolina,4600,"Precio negociable: si Color : Gris rata DESCRIPCIÓN CALIFICACIONES SEGURIDAD Accent 2007 sedan , aire acondicionado, 4 puertas, motor y caja sin detalles . Detalles de pintura y motor con poliza 1 compra venta a mi nombre Precio poco negociable. , contactarse al al whatsapp o llamadas"
Hyundai Accent,2014,133600,Gasolina,7300,"Precio negociable: si Color : Cafe DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo mi Hyundai accent GLS versión de lujo con sus mandos al timón estilo elegante en su interior, silvines led, rines especiales de fábrica. Cámara de retroceso Precio fijo $7300 130,000 millas Mantenimiento al día Puede escribir y hacemos negocio"
Kia Cerato,2017,86000,Gasolina,11700,"Color : Gris Kia CERATO de AGENCIA, motor 1.6 super económico, full extras, todavía con un mantenimiento pendiente en agencia. Frenos recién cambiados. Estándar 6 velocidades, bluetooth, doble aire acondicionado. NO CHOCADO. Dos bolsas de aire de fábrica. Frenos ABS."
Jeep Renegade,2019,50000,Gasolina,11800,"Precio negociable: si Color : Naranjado 31,000 millas reales Económica y espaciosa Aire acondicionado funcionando al 100 Mantenimiento al día Encendido de proximidad Sistema de frenos ABS"
Nissan Versa,2014,171356,Gasolina,6700,"Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD Se vende Nissan Versa año 2014, tipo sedan de 4 puertas, motor 1.6 lt, transmisión manual, rines especiales, placas salvadoreñas, puertas y vidrios manuales, con 106,476 millas. Precio $6,700.00 NEGOCIABLE."
Honda Civic,2010,208355,Gasolina,6200,Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Solo llamadas o whatsapp al
Chevrolet Cruze,2019,72530,Gasolina,8000,"Precio negociable: no Color : Rojo Chevrolet Cruze Lt 2019 -Motor 1.4 turbo - Millas 72,525 -Sedan 4 puertas - Secuencial - Rines especiales - A/C al 100% - Apple Car/ Android auto -Paquete eléctrico -Camara de retroceso. Precio $8000"
Mercedes Benz C-Class,2010,125000,Gasolina,9300,"Precio negociable: si Color : Blanco Vendo Mercedes Benz C300 4MATIC 2010 Rines Especiales 17&amp;quot; Vías en los espejos Halógenos Techo Panorámico Asientos de Cuero Asientos delanteros Eléctricos con calefacción, (El del conductor con 3 memorias de posición) Cámara de Retroceso Pantalla Android Bluetooth y Sonido de Fábrica ACEPTO VEHÍCULO A CUENTA Vendo o Cambio, Precio Negociable!"
Audi A4 allroad,2010,200000,Gasolina,8300,"Precio negociable: si Color : Rojo Vendo Audi A4 Quattro 2.0T 2010 Motor 2.0 Turbo Automático y Secuencial 6 velocidades Rines Especiales (17&amp;amp;quot;) Vías en los espejos Halógenos Sunroof Asientos de Cuero bien cuidados Asientos delanteros Eléctricos con calefacción Llanta de repuesto y accesorios de emergencia originales Audi de fábrica Silvines Xenón con barras led Polarizado V-Kool completo con Garantía por escrito de 10 años Asegurado en $12,500 (Kilometraje actual en la última foto) ACEPTO VEHÍCULO A CUENTA Vendo o Cambio, Precio Negociable!"
Hyundai Accent,2014,7300,Gasolina,7300,Precio negociable: si Color : Plateado DESCRIPCIÓN CALIFICACIONES SEGURIDAD Tapicería en buen estado Pintura mínimos detalles Sistema eléctrico Transmisión automática secuencial Rines con copa Cinco llantas Aceite sintético (caja y motor) Bolsas de aire buenas
Nissan Versa,2017,83330,Gasolina,8000,Garantía: Extensa garantía disponible. Solicitar detalles. Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD Nissan Versa SV 2017
