model,year,kilometers,engine,price,description
Nissan Sentra,2014,122481,Gasolina,4800,Color : Gris Rata DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo Nissan Sentra 2014 Caja mala Suspension nitida Cambio de aceite de motor recien hecho Motor funcionando perfectamente Llantas en buen estado con garantia Bateria nueva con garantia Detalles de pintura esta en un 75% Interior implecable se vende con pantalla o con estereo original.
Kia Forte,2012,140000,Gasolina,6400,DESCRIPCIÓN CALIFICACIONES SEGURIDAD Kia forte año 2012 en muy buenas condiciones cuidado y modificado precio $6.400 neg. Se muestra en plaza mundo soyapango y metroCentro s.s
Hyundai Elantra,2013,87000,Gasolina,8300,"Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si Color : Blanco DESCRIPCIÓN CALIFICACIONES SEGURIDAD Urge vender por motivos de viaje, precio negociable. Se muestra en San Salvador, llame sin compromiso. Este es un Hyundai Elantra 2013 bien mantenido y en excelentes condiciones. Con su diseño elegante y su rendimiento eficiente, este coche es perfecto para cualquier persona que busque un vehículo confiable y económico. Características: Motor potente y eficiente en combustible Sistema super económico con ECO Interior espacioso y cómodo Sistema de audio de alta calidad Aire acondicionado y calefacción perfectas condiciones Rines especiales Mando en el timón"
Nissan Sentra,2016,95600,Gasolina,8000,"Precio negociable: si Color : Azul DESCRIPCIÓN CALIFICACIONES SEGURIDAD Nissan Sentra 2016, usado en buen estado Transmisión automática NEGOCIABLE !"
Chevrolet Sonic,2016,87000,Gasolina,5100,Precio negociable: si Color : Gris DESCRIPCIÓN ARTÍCULOS CALIFICACIONES SEGURIDAD vendo o cambio por un standar del mismo valoro menor y ribete motor y caja nitidos tapicería buena rines especiales vidrios y espejos eléctricos nitidos pintura buena luces buenas suspensión buena dirección el timón durito nada grave así se usa a diario wasap
Hyundai Accent,2001,1975,Gasolina,3100,Precio negociable: si DESCRIPCIÓN CALIFICACIONES SEGURIDAD Hyundai accent 2001 automático no A/C Motor y caja en buen estado. Atoda prueba detalles estéticos nada más se muestra en Quezaltepeque . Pregunté sin compromiso.
Nissan Sentra,2020,32000,Gasolina,13000,"Precio negociable: si Vendo Nissan Sentra 2020 SV, Motor 2.0 de 4 Cilindros, Transmisión Automática, Bolsas Buenas, Motor y Caja a Todo Tipo de Prueba, Suspensión y Dirección al 100%, Pantalla Táctil de 8 Pulgadas con Camara de Retroceso, Pintura en Perfecto Estado, Tapiciera en Excelentes Condiciones, Cero Códigos, Mantenimiento al Día, Encedido de Botón, Llave de Aproximidad, Cierre Central, Rines Especiales Bien Enllantado, Mandos al Timón, Calefacción en Asientos Delanteros , A/C Funcionando Nítido. Precio Negociable, NO CAMBIOS. Traspaso Directo"
Volkswagen Jetta,2010,175418,Gasolina,5000,Financiamiento: no Precio negociable: si Color : negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vw Jetta Clasico de Agencia. Perfectas condiciones. Asientos traseros movibles. Baul amplio.
Toyota Tercel,1993,180000,Gasolina,2700,"DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo Toyota Tercel dos puertas, motor 1500 inyección, nunca ajustado, potente, económico y veloz, a/c a reparar, asiento trasero a tapizar, se vende por poco uso, poco negociable, solo persona serias."
Hyundai Accent,2016,144000,Gasolina,7900,Precio negociable: si Color : Azul DESCRIPCIÓN CALIFICACIONES SEGURIDAD
Hyundai Elantra,2018,96000,Gasolina,9900,"Color : Rojo Hyundai Elantra 2018 SEL Motor 2.0 Sistema Eco 96 mil millas 4 puertas Rines especiales originales Pantalla carplay y Android auto Camara de retroceso Pintura perlada Mantenimiento recién hecho Recién pulido 9900 negociable Traspaso directo Trato serio Se muestra en San Marcos, centro comerciales de ss y gasolineras."
Hyundai Elantra,2001,5000,Gasolina,3500,Precio negociable: si DESCRIPCIÓN CALIFICACIONES SEGURIDAD Rines especiales Polarizado Aire acondicionado al 100 Precio poco negociable Solo personas realmente interesadas
Hyundai Accent,2014,222223,Gasolina,7200,"Precio negociable: si Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Marca: Hyndai Modelo: Accent GLS, Tipo: Sedan, 4 puertas, 2014 Aire acondicionado trabajando al 100% Caja secuencial Motor: 1.6 Sistema Eco Millas reales: 138,283 Pintura en buenas condiciones, llantas en buenas condiciones, con su mantenimiento aldia, Tapicería 9/10 Sensor encendido de bolsa de aire y Sensor de oxígeno banco 1 (no afecta en nada desempeño de motor o funcionamiento del vehículo) Puedo traer a su mecánico Papeles en regla, sin esquela Se puede mostrar únicamente en la Universidad de El Salvador (Lunes a Viernes) Sabados, Domingos y días festivos en Metrocentro, San Salvador Se puede negociar el precio, no esta sujeto a cambió de vehículo"
Nissan Sentra,2017,61000,Gasolina,7400,"Precio negociable: si DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo bonito Nissan Sentra año 2017 Motor económico 1.8 Aire funcionando al Tres modos de manejo (Individual, ECO y Sport) Mandos al timon Interior en muy buen estado y espacioso Cambio de aceite hecho recientemente cambio de amortiguadores delanteros hecho recientemente Motor séquito, cero códigos, puede llevar a su mecánico si lo desea Carro que se puede asegurar o utilizar en plataformas ya que solo cuenta con 61 mil millas Papeles en regla, traspaso directo Pequeños detalles de pintura, puede verlo sin compromiso. Escríbame al WA"
Hyundai Elantra,2020,37000,Gasolina,10900,"Precio negociable: si Color : NEGRO HYUNDAI ELANTRA 2020 * PRECIO NEGOCIABLE * ---> NO SE ACEPTA VEHICULO A CUENTA <--- Motor 2.0 y caja a toda prueba Aire al funcionando al 100 % Modo SPORT, Normal y Smart Sensor de detección de carriles Sensor de detección lateral Sensor de detección frontal Cero códigos Mandos en el timón Rines especiales Bien enllantado Cámara de retroceso Mapa de navegación con Android Auto y Apple carplay 37000 millas"
Chevrolet Aveo,2010,3,Gasolina,4300,"Financiamiento: no Precio negociable: si DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo Chevrolet Aveo 2010 Motor 1.6 a toda Prueba Caja estándar 5+ Mantenimiento al día CD Player Aire acondicionado Ventanas Manuales Detalles en pintura mínimos Traspaso directo NOTA Se muestra en PLAZA MUNDO APOPA,TONACATEPEQUE O UNICENTRO SOYAPANGO. SABADO, DOMINGO O LUNES. TEL: 7842 8241 0 7898 8071"
Nissan Sentra,2024,131,Gasolina,6400,Precio negociable: si Color : Blanco A toda Prueba A/C Funcionando Mantenimiento al día A toda prueba Precio negociable
Kia SOUL,2016,104,Gasolina,850,"Precio negociable: si Color : Negro DESCRIPCIÓN ARTÍCULOS CALIFICACIONES SEGURIDAD Vendo bonita Kia soul año 2016 standard motor 1.6 GDI bolsas buenas, radio sirius comandos por vos entrada auxiliar,USB, Bluetooth, mandos al timón, vidrios y espejos eléctricos, alfombras originales, frenos ABS, boton de derrape, suspensión nítida cero fugas, llantas seminuevas, aire acondicionado nítido, frenos nuevos, la camioneta está asegurada, nada quebrado conntoda sus piezas completas documentos en regla pido $ 8500 poco negociable tel solo efectivo muestro en la gran via"
Honda Civic,2010,245710,Gasolina,6200,"DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo Honda Civic 2010, excelentes condiciones, motor 1.8, A/C funcionando al 100%, cd y radio de fábrica, polarizado ultra cerámico, vidrios eléctricos, retrovisores eléctricos, automático,’con manuales del fabricante"
Chevrolet Sonic,2012,11000,Gasolina,4500,Precio negociable: si Color : Rojo DESCRIPCIÓN ARTÍCULOS CALIFICACIONES SEGURIDAD
Nissan Murano,2014,97000,Gasolina,9500,Precio negociable: si Color : OCRE
Hyundai Accent,2020,35000,Gasolina,10300,"Precio negociable: si Color : Gris MOTOR 1.6 TAPICERIA NITIDA AIRE ENFRIANDO AL 100% BOLSAS BUENAS ENLLANTADO SIN NINGUN DETALLE CERO CODIGOS SUPER ECONÓMICO PINTURA NITIDA TODO AL DIA PRECIO $10,300 NEG Se muestran frente a la universidad nacional de El Salvador"
Toyota Matrix,2009,194,Gasolina,6700,Color : Rojo Todo en regla.aire . pantalla camara retroceso cero fugas no gasta agua no gasta aceite detalles de pintura
Hyundai Elantra,2001,0,Gasolina,3500,Precio negociable: si Color : Verde DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo vehiculo hyundai elantra 2001 Aire acondicionado al 100 Detalles minimos de pintura Se muestra en gasolinera puma garita y uno 5 de noviembre Porfavor solo personas interesadas.
Kia SOUL,2015,86000,Gasolina,8800,"Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si Color : cafe DESCRIPCIÓN CALIFICACIONES SEGURIDAD Kia Soul 2015 motor 1.6 super economica, salio conduciendose de la aduana, tapiceria nitida, motor al 100%, rines originales, es el mismo carro que usa el papa, espaciosa, halogenos, aire super frio, 86 ,000 kms precio $8,800 negociables, la muestro en la puma de plaza merliot, interesados llamar al"
Honda Civic,2010,245231,Gasolina,6200,"Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo Civic 2010, con A/C, vidrios polarizados ultra cerámico con protección UV, cierre central, vidrios eléctricos, espejos electrónicos, versión full extras, reproductor de radio y cd de fábrica, con manuales originales de fábrica."
Nissan Sentra,2016,57500,Gasolina,8700,"Precio negociable: si Color : Rojo DESCRIPCIÓN CALIFICACIONES SEGURIDAD Trasmision automático Encendido de botón Lleve de proximidad 57,500 millas Conexión Bluetooth y USB Rines especiales Cierre central Halogenos Motor 1.8 Sistema ECO Aire acondicionado al 100 Asientos de cuero Precio negociable"
Kia Forte,2017,75000,Gasolina,9200,"Color : Café DESCRIPCIÓN CALIFICACIONES SEGURIDAD Oportunidad Vendo KIA Forte 2017, bolsas buenas, en excelente estado, Motor eficiente y económico despreocúpese del aumento de la gasolina, transmisión tipo ATF aceite barato y olvídese de los problemas de las cajas CVT. ¿Por qué el precio ? -Bolsas de aire buenas, importado con frente limpio, golpe leve trasero. -4 Llantas firestone NUEVAS y con garantía vigente -Bateria Récord nueva con garantia vigente. -4 pastillas japonesas Kashima de cerámica nuevas + Rectificado de discos. Mantenimiento al día: -Bujias iridium nuevas -cambio de aceite de motor y filtro Castrol sintetico 5w30. -Cambio de aceite de caja, aceite original KIA ATF. -Filtros de aire motor y de cabina AC nuevos -Sistema AC helando 100% con limpieza y recarga gas por mantenimiento. -Limpieza profunda de asientos e interiores. -Alfombras nuevas KIA originales -Cambio de Cricos reciente -Polarizado de nanoceramica (reduce temperatura interior) El KIA fue importado con ligero golpe, muy leve, ver fotos: Run and Drive, certificado Salvage. Ha sido utilizado como vehiculo de uso familiar. Nunca usado en Uber. Aproveche la oportunidad de tener un vehiculo libre de mantenimiento y en excelentes condiciones a un un precio razonable a sus condiciones, solo de subirse $9,200 negociable. No ofertas absurdas, si busca súper barato estará comprando carros con golpes fuertes que traerán muchos problemas de tiempo, gastos, dolores de cabeza en el futuro (volcados, inundados, o con fuerte golpe al frente) No hay gangas en el mundo de los carros importados, la ganga es encontrar uno con poco golpe y a precio razonable asegurando larga vida del vehículo… Llamadas y WhatsApp"
Kia RIO,2017,106000,Gasolina,7600,"Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD KIA RIO SEDÁN 2017 AUTOMÁTICO Motor 1.6, Súper económico y funcionando al 100% Caja automática secuencial nítida A/C helando chulada Suspensión, dirección y frenos al 100% Vidrios y espejos eléctricos Sistema eco Audio con Bluetooth y mando al Timón Ya polarizado Interior súper cuidado. Alfombras completas Precio 7600 poco negociable!!"
Chevrolet Cruze Limited,2018,25000,Gasolina,8475,"Color : Negro Año 2018 Chevrolet Cruze LT (Paquete Luxory Touring) sólo 25,000 millas. Cero códigos. Full extras. Motor 1.4 con Turbo. Super económico. Solo Venta. Se muestra en Antiguo Cuscatlan. Freddy Negociable!"
Honda Civic,2016,109500,Gasolina,13000,"Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD Honda Civic LX de Agencia, un solo dueño, NUNCA chocado, polarizado, mantenimiento al día. 109,100 KILOMETROS"
Kia Forte,2012,139000,Gasolina,6300,"Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si Color : negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD VENDO KIA FORTE 2012 Sedan 4 puertas Motor 2.0 DOHC sistema ECO Sistema de aire al 100% Automático 137,000 Millas Tapicería nítida Suspensión nítida Mantenimientos al dia Pintura nítida, cero golpes Precio $6,300 negociables mas informacion al Y 7 2 4 4 O 4 O 8"
Volkswagen Jetta GLI,2014,78000,Gasolina,9000,Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si Color : Gris plateado DESCRIPCIÓN CALIFICACIONES SEGURIDAD Motor 2.0 Turbo GLI Asientos de cuero Rin 17 Especial Rooftop automático Sonido Fender Silvines especiales Poco millaje: 48 Mil Millas o 78 Mil Km
Kia E,2000,0,Gasolina,2500,"Financiamiento: si Precio negociable: si Color : Verde Vendo Kia pride pop año 2000 Vehículo ágil y económico en combustible. Con parrilla Rines especiales Alogenos Llanta de repuesto Cd player Traspado directo Muy buen estado Precio: $2,500 Con facilidades de pago en cuotas con tarjetas de credito del banco agricola Contactame"
