model,year,kilometers,engine,price,description
Kia RIO,2017,73000,Gasolina,7900,"Precio negociable: si Color : Gris claro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Bolsas buenas Motor 1.6cc con sistema Eco Automático Millaje de 73,000 Aire al 100 Tablero nítido Traspaso directo"
Nissan Sentra,2017,179115,Gasolina,8500,"Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo Nissan Sentra SR 2017 Motor 1.8, automático CVT, cierre central, modo ECO y SPORT, rines especiales, cámara de retroceso de fábrica, retrovisores con vías, halogenos, baúl espacioso con llanta de repuesto y mica, frenos ABS. Bluetooth, auxiliar, radio americana, USB. Alfombras originales. Tapiceria en buen estado. Único dueño en el país. Todas las bolsas buenas, excepto la del conductor. Más información: $8,500 negociable."
Nissan Almera,2003,200000,Gasolina,3300,"Precio negociable: no Color : BEIGE Vendo NISSAN ALMERA año 2003, BEIGE, A/C, caja estándar, bonito, en excelentes condiciones. Se muestra en CC El Encuentro, AGUILARES, en horario de 12-01 pm, 5:30 pm PRECIO $3,300.00"
Nissan Sentra,2020,33000,Gasolina,12000,"Precio negociable: si Vendo Nissan Sentra 2020 SV, Motor 2.0 de 4 Cilindros, Transmisión Automática, Bolsas Buenas, Motor y Caja a Todo Tipo de Prueba, Suspensión y Dirección al 100%, Pantalla Táctil de 8 Pulgadas con Camara de Retroceso, Pintura en Perfecto Estado, Tapiciera en Excelentes Condiciones, Cero Códigos, Mantenimiento al Día, Encedido de Botón, Llave de Aproximidad, Cierre Central, Rines Especiales Bien Enllantado, Mandos al Timón, Calefacción en Asientos Delanteros , A/C Funcionando Nítido. 33 Mil Millas, Precio Negociable, NO CAMBIOS. Traspaso Directo"
Mitsubishi Lancer,2016,81395,Gasolina,8200,"Color : Blanco Cámara de retroceso Asientos de cuero Llave de proximidad Vías en espejos Bumper delantero nuevo Mantenimientos al día Poco recorrido Bien cuidado, se vende por motivo de viaje"
Hyundai Elantra,2014,144,Gasolina,7500,"Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si DESCRIPCIÓN CALIFICACIONES SEGURIDAD Traspaso directo sin fugas ni fallas 7,500 negociable. Lo muestro en gasolineras de sonsonate puede llevar su mecánico"
Mitsubishi Mirage G4,2018,90000,Gasolina,7300,"Precio negociable: si Color : Gris Mitsubishi Mirage G4 2018. . Automático 1,4 - Eco y Sport Pantalla táctil. Sistema de navegación. Cámara de retroceso y sensor de aproximación. Comandos en timón. Mantenimiento Recién hecho. Precio $7,300. Negociable. . **Más información al Wapp"
Kia Forte,2016,94000,Gasolina,7000,Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD
Kia SOUL,2013,108366,Gasolina,7300,"Financiamiento: no Precio negociable: si Color : Verde oscuro DESCRIPCIÓN CALIFICACIONES SEGURIDAD -Todo en muy buenas condiciones -Sin pérdidas de tiempo -$7500 negociable -Se mostrará en gasolinera Uno por la Garita -Si le interesa, llamar a"
Fiat 500L,2014,106315,Gasolina,7800,Financiamiento: no Precio negociable: si Color : Rojo DESCRIPCIÓN ARTÍCULOS CALIFICACIONES SEGURIDAD -Todo en buenas condiciones -Sin perdida de tiempo -$8000 negociable -Se muestra en gasolinera Uno por La Garita -Si le interesa llamar a
Kia RIO,2015,129000,Gasolina,6100,"Precio negociable: si Color : Rojo DESCRIPCIÓN CALIFICACIONES SEGURIDAD Bonito kia, motor 1, 600 vidrios manuales, motor nítido, A/C, llanta de repuesto incluida."
Nissan Sentra,2014,134213,Gasolina,7000,"Financiamiento: no Precio negociable: si Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Sentra SL Sport, en excelente estado, cambio de aceite de caja hecho hace 3 meses y el de motor 1 mes, amortiguadores traseros y pastillas de freno traseras están nuevos, amortiguadores delanteros se cambiaron hace 4 meses mas pastillas delanteras de freno. Suspensión super suave, Las 4 llantas tienen 95% de vida."
Nissan Versa,2016,124000,Gasolina,6000,Precio negociable: si Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Se vende bonito Nissan versa 2016 Detalles estéticos de pintura nada más Motor y caja de lujo a toda prueba Aire acondicionado funcionando bien Vidrios eléctricos Pantalla Android Rines especiales Llantas nuevas Cero Check Motor 1.6 Todos sus mantenimientos al día Pregunte sin compromiso. Precio negociable Más información.
Honda Civic,2010,211417,Gasolina,5899,Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD A/C helando full Motor 1.8 Rines especiales Pantalla Sony Cámara de retroceso vidrios eléctricos automático trae su llanta de repuesto y mica mantenimientos al dia de motor y caja Detalle en vidrio frontal
Toyota Corolla,2022,23427,Gasolina,21800,"Garantía: Garantía de fabrica restante. Precio negociable: si APROVECHE! VENDO SEDAN TOYOTA COROLLA L DE AGENCIA F/E, 23427 KILOMETROS, AÑO 2022, MECANICO O ESTANDAR 6 VELOCIDADES Y 1 DE RETROCESO. PERFECTO ESTADO. COLOR: ROJO MICA."
Toyota Tercel,1993,120000,Gasolina,3900,"Precio negociable: si Color : Rojo DESCRIPCIÓN CALIFICACIONES SEGURIDAD SE VENDE TOYOTA TERCEL 93, MOTOR RECIEN AJUSTADO, BATERÍA NUEVA, CON GARANTÍA, DISCO DE CLUTCH NUEVO, AIRE ACONDICIONADO FUNCIONANDO, RESTAURADO EN PINTURA Y ENDEREZADO, PINTURA DE TABLERO Y TAPICERIA DE PUERTAS, CARROCERÍA ORIGINAL, COPAS Y LODERAS DE LA MARCA TOYOTA. DETALLES A SOLVENTAR PRONTO: TIMON COMPLETO JUNTO CON LA PIEZA QUE CUBRE EL LLAVIN, TAPICERÍA GENERAL, BOTON QUE ABRE LA GAVETA. DETALLES MUY MÍNIMOS Y MUY POCO A INVERTIR, A LOS CONOCEDORES DE VEHICULOS SABE LA FIDELIDAD DEL TERCELITO CLÁSICO MOTOR 1.6 SUPER ECONÓMICO"
Kia Rio,2017,72000,Gasolina,8000,"Precio negociable: si Color : Blanco DESCRIPCIÓN CALIFICACIONES SEGURIDAD nitido todas las volsas buenas , cero códigos, motor 1.4 eco... no traía golpe nada ...nitido ,trae asta los manuales...facturas de mantenimiento..super económico"
Hyundai Elantra,2008,205000,Gasolina,4700,"Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD Hyundai elantra 2008 Motor 2.0 Transmisión estándar Mantenimiento al día, aire acondicionado funcionando al 100."
Nissan Sentra,2014,88028,Gasolina,6500,"Precio negociable: si Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Nissan Sentra SV año 2014. Motor 1.8. tres formas de manejo: eco, sport y normal. caja automática, A/C en funcionamiento optimo, mantenimientos al día."
Honda Civic,2019,59000,Gasolina,11000,"Financiamiento: no Precio negociable: si Color : BLANCO Vendo Honda Civic 2019 4 puertas, motor 2.0, caja automática, A/C, Power Stearing, Vidrios y espejos eléctricos, radio Bluetooth y mandos al timón, Sistema ECO, llantas nuevas, rines con copas originales, precio $11000 negociable, contactar al"
Toyota Yaris iA,2019,26866,Gasolina,12200,"Precio negociable: si Color : Azul Toyota Yaris IA 2019 Motor 1.5 26,866 millas reales. Encendido de botón. Caja manual de 6 velocidades. Pantalla táctil con cámara de retroceso. Mandos al volante. Aire acondicionado al 100%. Bolsa buenas Tapicería en excelente estado. Mantenimientos al día y ceros códigos de motor. Traspaso directo. Pregunte sin compromiso precio negociable, estoy a la orden al numero"
Hyundai Elantra,2012,201263,Gasolina,6350,"Precio negociable: si Color : Azul DESCRIPCIÓN CALIFICACIONES SEGURIDAD Hyundai Elantra 2012 $6300 Negociable Motor 1.8 ECO Super económico Helando en excelentes condiciones. Mantenimiento al día Detalles estéticos 0 codigos Automático / Secuencial Cierre Central Vidrios y espejos eléctricos Entradas USB / Aux Halogenos 0 fugas 4 puertas Pastillas de freno recien cambiadas Polarizado Traspaso Directo. Detalles estéticos, Solo gente seria lista para cerrar trato si no no pregunte."
Honda EF,1989,10000,Gasolina,4950,Honda EF 89 OEM Timón de SI Silvines y Stop Stanley Side Marker Stanley Window Visor Tubería original acero inoxidable Lip frontal uretano Barra C pilar Consola interior tablero Japón Cluster con RPM Pintura y tapicería nítida Equipado con headers y coilovers para una experiencia de manejo superior. Contacto
Kia Rio,2008,128000,Gasolina,5000,Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD En excelentes condiciones
Nissan Juke,2014,100000,Gasolina,7799,"Precio negociable: si Color : Gris Motor 1.6 Automatica 4 puertas A/C 65,000 millas"
Kia RIO,2014,77000,Gasolina,6800,"Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD Kia Rio 2014 Full Extra En $6,800 a negociar -Transmisión Automático ATF Secuencial 6Vel. + Retro Nítida (Sin fallas, Sin códigos, Sin fugas, Sin ruidos) -Motor 1.6 GDI (Super económico) -Vidrios y espejos eléctricos -Las 4 Llantas Nuevas -Frenos ABS en las 4 llantas -Solo un año de uso -Cámara de retro nítida -Super espacioso -Aire acondicionado al 100% -Todo en función, sin ningún problema -A toda prueba (Mecánicamente y en calle) -Solo detalles estéticos en boomper delantero y espejo retrovisor derecho -Traspaso directo"
Nissan Sentra,2008,143500,Gasolina,4800,Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD Nissan Sentra 2008 en buen estado (9/10). Precio negociable
Toyota Corolla,2021,29000,Gasolina,15500,Precio negociable: si Color : Blanco *Vendo Toyota Corolla 2021 Motor 1.8 29 mil millas reales Motor a toda prueba Caja en buen estado Pantalla táctil con Bluetooth Mandos al timón Aire helando al 100 POCO NEGOCIABLE Super económico Pintura nítida ningún rayón Gente seria no perdidas de tiempo No hay intermediarios Bolsas buenas 1 nada más*
Hyundai Accent,2016,87000,Gasolina,7900,Garantía: Extensa garantía disponible. Solicitar detalles. DESCRIPCIÓN CALIFICACIONES SEGURIDAD Hyundai Accent ESTANDAR 7V SPORT ESTANDAR 87k millas Reales Todas las bolsas buenas Chasis intacto Suspension MCPHERSON 7 velocidades con asistente de cambio Mantenimiento al día con valvoline. Llantas nuevas 2 Tapicería en excelente estado Venta directa sin intermediarios importador directo
Toyota Yaris,2008,134411,Gasolina,6300,Financiamiento: no Precio negociable: si Color : Rojo DESCRIPCIÓN CALIFICACIONES SEGURIDAD se vende toyota yaris 2008 vidrios eléctricos AC funcionando al 100% esta en perfecto estado. lo.muestro rn metrocentro lourdes
Hyundai Elantra,2018,99000,Gasolina,9500,"Color : Rojo Hyundai Elantra 2018 SEL Motor 2.0 Sistema Eco 96 mil millas 4 puertas Rines especiales originales Pantalla carplay y Android auto Camara de retroceso Pintura perlada 9500 negociable Traspaso directo Trato serio Se muestra en San Marcos, centro comerciales de ss y gasolineras."
