model,year,kilometers,engine,price,description
Kia Sephia,1999,189000,Gasolina,2500,"Precio negociable: si DESCRIPCIÓN CALIFICACIONES SEGURIDAD Transmisión Manual 4 Cilindros Motor, transmisión, dirección, luces, y chasis funcionando sin fallas. Detalles: tiene para a/c pero necesita cambio de tubería, y la radio no funciona. El resto es estético. Puede llevar a su mecánico de confianza al momento de verlo. Muestro en Gasolinera Uno de la 75 av Norte, San Salvador u otras Gasolineras en San Salvador entre Los Héroes y la Escalón."
Mitsubishi Lancer,2008,143000,Gasolina,5900,"Vehiculo de agencia, un solo dueño, solo 143 mil KILOMETROS, caja manual, paquete electrico, aire acondicionado, rines especiales de fabrica, sin fugas, llantas en buen estado, cero ruidos. Carro de uso familiar, nunca chocado, detalles leves de pintura, mantenimiento al dia. Se muestra cerca del Salvador del Mundo, en lugar seguro, con vigilancia."
Kia Forte,2018,113000,Gasolina,9100,"Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si Color : Ocre Vendo Kia Forte 2018 a 9,300 negociable, nitido, motor y caja al 100 a toda prueba mecanica puede llamar a su mecanico para mayor seguridad, Esta recien polarizado Helando super bien Pintura pulida si necesita mayor informacion escribame al Whatsap:"
Dodge DART,2013,89000,Gasolina,6200,"Precio negociable: si Color : Rojo Puede verlo sin compromiso sobre 13 Calle Oriente y 6ta. Ave. Sur Barrio Concepcion en San Miguel , entre lunes y viernes de 3pm a 6.30pm Interesados Illamarme  . Version FULL EXTRAS 2013. Vendo NO cambios. Muestro en San Miguel. Motor 1.4 de 4 cilindros TURBO. Economico y Potente . Economia en consumo de combustible. Ideal para paseos en familia . Estilo Sedan 4 puertas + Baul espacioso. Transmision Manual 6 velocidades + Retroceso. Aire Acondicionado Heladito. Pantalla Tactil . Sonido Alpine potente Premium . USB , AUX , CD ,  AV , SD. Doble salida de escape. Apoya cabezas en todos los asientos. Tablero con luces Neon regulables. Camara de Retroceso. Vidrios y espejos electricos . Mandos al Timon . Frenos ABS . Bateria LTH HI TECH nueva. Baul Espacioso con su llanta de repuesto, mica y quita tuercas. Vidrios Polarizados . Mantenimientos al dia . Aceite de caja nuevo . Aceite de motor nuevo . Bujias nuevas . Sin fugas ni liqueos . Llantas perfil ancho casi nuevas. Ya solo esta de subirse . Motor parejito y suave . Sin pilotos encendidos."
Mitsubishi Lancer,2017,68000,Gasolina,8400,"Color : Azul Vendo Mitsubishi Lancer 2017 Full Extras. Color azul. Cámara de retroceso, automático. Con rines. En perfectas condiciones. Cero código. A toda prueba. Precio $8,400"
Chevrolet Trax,2021,0,Gasolina,0,Motor 1.4L TURBO Pantalla con cámara de retroceso Automático con rines especiales Pocas millas Precio Negociable Contáctanos: - facebook.com/autoimportvelasco Trans-Auto Nejapa
Hyundai EON,2018,44400,Gasolina,8700,"Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si Color : Gris Vendo Hyundai eón súper económico 2018 de agencia: - Motivo de la venta : Ya compré otro carro necesitamos conseguirle un nuevo dueño DETALLES: -V44,400 kM estándar -AC -de Agencia un solo dueño -Mantenimiento al día en agencia -Las 5 llantas nuevas batería Nueva -Alarma cierre central - Forros de asientos -Audio con USB -Polarizado de ley 35% -4 Puertas -Motor 800 económico -Tapicería 100 -Herramientas de fábrica (cambio de llantas)"
Hyundai Accent,2013,0,Gasolina,6300,"Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: no Color : rojo DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vehículo usado en buenas condiciones Motor 1.6L GDi / 4 cilindros Automático secuencial Polarizado Alfombras originales Forros Hyundai de excelente calidad. Sistema ECO Frenos ABS Llantas delanteras 100% nuevas Llantas traseras al 60% Vidrios y espejos eléctricos Aire acondicionado funcionando 100% En su ultimo mantenimiento se cambiaron bujías y filtros. Precio $6,300.00 fijos WhatsApp personas serias, puede verlo en Res. San Remo (Col. escalón) hacer una cita previa. (No muestro en otro lugar)"
Nissan Versa,2017,87948,Gasolina,6100,DESCRIPCIÓN CALIFICACIONES SEGURIDAD vehiculo listo para manejar papeles en regla detallitos estericos tapiceria en buenas condiciones motor economico aire acondicionado cd player vidrios manuales interesados escribir al whaapp no se acaptan trasferencias internacionales se vende por motivos de viaje taraspaso directo
Mitsubishi Mirage G4,2019,72300,Gasolina,7900,"Financiamiento: no Color : Gris Claro Vendo Mitsubishi Mirage G4 2019 Motor 1200 cc (35mpg/56 kmpg apróx.) Caja automática continuamente variable Portavasos doble en asiento trasero Rines de acero de 15 pulgadas con tapones Frenos ABS Alarma antirrobo Espejos, seguros y vidrios eléctricos Aire acondicionado (8.3°C- 9.0°C suministro) Controles de audio al volante Reproductor de música con puerto USB y conexión Bluetooth Sistema de sonido de dos bocinas Pantalla de 7"" Sistema Antiderrape Alfombras de piso de Fábrica Mantenimiento al día 72,300 millas Poco Negociable Muestro a interesados en Santa Tecla, Meliot o Escalón. Solo Efectivo, no cambios. Interesad llamar al"
Toyota Yaris,2008,125000,Gasolina,7500,"Financiamiento: no Precio negociable: si DESCRIPCIÓN CALIFICACIONES SEGURIDAD Toyota Yaris 2008 (Agencia ESTANDAR) Motor 1NZ - 1.3 CC Estándar Vidrios y espejos eléctricos Aire acondicionado helando perfectamente Tapicería en buen estado CF Player Kenwood Pintura en buen estado Rines especiales Recorrido 120,000 km Sistema ABS Ningún check encendido Bolsa de aire Buenas Entregó sus manuales originales A TODA PRUEBA Tarjeta a mi nombre Precio $7500 poco negociables Se muestra solamente en Sonsonate , CON CITA PREVIA ,más información"
Kia Cerato,2017,86000,Gasolina,12200,"Kia CERATO de Agencia, motor 1.6 super económico, full extras, todavía con un mantenimiento pendiente en agencia. Frenos recién cambiados. Estándar 6 velocidades, bluetooth AC, doble aire acondicionado. NO CHOCADO. Dos bolsas de aire de fábrica. Frenos ABS."
Toyota Corolla,2019,0,Gasolina,14600,Precio negociable: si Color : Cafe Venta de toyota corrolla LE 2019 en excelentes condiciones.
Toyota Corolla,2001,0,Gasolina,0,DESCRIPCIÓN CALIFICACIONES SEGURIDAD Estandar Motor 1.8 Rines especiales Llantas en buen estado Silvines Black Housing A/c Vidrios manuales
Chevrolet Sonic,2017,86,Gasolina,7200,Color : Gris DESCRIPCIÓN ARTÍCULOS CALIFICACIONES SEGURIDAD - Motor 1.4 + Turbo - 86 mil millas - Mantenimiento al día - Asientos de cuero - Rines especiales - Pantalla Touch (CarPlay/AndroidAuto) *Precio Negociable*
Hyundai Accent,2016,90,Gasolina,7500,"DESCRIPCIÓN CALIFICACIONES SEGURIDAD AC Funcionando 100% Kilometraje solo 90 Pintura 09 de 10 Bluetoo y cámara de retroceso 100% equipada con bolsas buenas Sin ningun detalle Se muestra solo en la zona de Soyapango, Unicentro, C.C Venecia o gas Texaco. Pregunte sin compromiso, sera un placer atenderle. (Precio Negociable)"
Hyundai Accent,2013,100000,Gasolina,6400,Precio negociable: si Color : Gris oscuro DESCRIPCIÓN CALIFICACIONES SEGURIDAD VENTA O CAMBIO AC BUEN SONIDO RECIÉN PINTADO VIDRIOS Y ESPEJOS ELÉCTRICOS BATERÍA NUEVA ECONÓMICO HALOGENAS NUEVAS ETC. TAPICERIA 8.5/10 AUTOMÁTICO SECUENCIAL SOLO 1 COMPRAVENTA HAY QUE CAMBIARLE BALEROS ALA LLANTA DELANTERA DETALLES DE TAPICERIA (NADA GRAVE) MUY NEG.
Nissan Sentra,2018,126880,Gasolina,8500,Color : Gris
Honda Civic,2018,58266,Gasolina,12500,Color : Negro
Mitsubishi Mirage G4,2020,69000,Gasolina,9000,"Garantía: Garantía Incluida preguntar por los detalles Financiamiento: no Precio negociable: si Color : Gris Oscuro Se vende Mitsubishi Mirage G4 2020 Limited Edition 69,000 millas recorridas A/C funcionando 100% Cambios de aceite realizados recientes Precio $9,000 negociables Disponible a toda revision Se muestra unicamente en gasolinera Puma Pedregal Tel. De contacto"
Jeep Renegade,2019,48000,Gasolina,12600,Precio negociable: si Color : Naranjado
Hyundai Elantra,2013,65000,Gasolina,7500,"Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD 2013, excelente estado 65mil millas, poco uso Tel. . A toda prueba"
Kia RIO,2013,124000,Gasolina,7700,"Precio negociable: si Color : Blanco DESCRIPCIÓN CALIFICACIONES SEGURIDAD KIA Rio Modelo EX, AGENCIA, Año 2013, Motor 1400 - Gasolina - Económico, AC, 6 Velocidades + Retroceso, 5 Rines Especiales Fábrica (4 + Llanta de Repuesto), Llantas Nuevas, AA 101%, Mantenimiento Al Día, Tapicería Tela, Mandos al Timón, Paquete Eléctrico, ÚNICO DUEÑO - NUNCA CHOCADO - A TODA PRUEBA"
BMW 328,2011,165000,Gasolina,8500,"Precio negociable: si Color : Blanco/Negro Se vende BMW 328i a toda prueba, traiga a su mecánico si desea comprobar, cero check encendido ya que todos sus mantenimientos están al día, motor y caja en perfectas condiciones, Llantas semi nuevas, 106xxx millas, A/C helando bien, Luces LED modificadas, rines y techo especiales negro mate, sunroof, automóvil deportivo con tres modos de manejo (normal, sport y secuencial). Está muy bien cuidado, solo de subirse. $8500 negociables, mayor información al"
Nissan Versa,2014,171356,Gasolina,6700,"Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD Se vende Nissan Versa año 2014, tipo sedan de 4 puertas, motor 1.6 lt, transmisión manual, rines especiales, placas salvadoreñas, puertas y vidrios manuales, con 106,476 millas. Precio $6,700.00 NEGOCIABLE."
Hyundai Elantra,2017,57000,Gasolina,13500,"Financiamiento: no Precio negociable: si Color : Blanco perlado DESCRIPCIÓN CALIFICACIONES SEGURIDAD Todas sus bolsas buenas -Frente intacto 100% original de fábrica -57,000 Millas -Motor: 1.6 cc Turbo -Transmisión: Manual (Standard) -6 Velocidades + Retroceso -El carro tiene todas sus piezas de fábrica 100% originales, nada chino -$13,500 negociables (si no está interesado por favor no pida fotos o Vin solo por curiosidad) -No pida verlo en gasolineras, el vehículo se encuentra en un complejo privado en Ilopango, San Salvador -Lleve su mecánico con toda confianza -Motor y Caja impecables a toda prueba -Tengo reporte completo del Scanner -Llantas nuevas y rines 100% impecables Solo personas interesadas!! Teléfono:"
BMW 328,2012,90000,Gasolina,10500,"Financiamiento: no Precio negociable: si Color : Azul Vendo Bmw 328i Año 2012 Twin Power Turbo 2.0 4cilindros 3 modos de manejo (Comfort, Eco y Sport) Automatico (secuencial) Vidrios y Espejos Electricos Rines especiales Discos de Freno en las 4 Ruedas Mandos al timon Bluetooth de fabrica Computadora abordo Llave de proximidad Polarizado V-kool Tapiceria Cuero Negro Mantenimiento al dia Cero Codigos A toda prueba . Muestro en San Salvador Precio $ 10500 Solo Vendo.No Cambios Interesados contactar"
Hyundai Accent,2014,7600,Gasolina,7600,Precio negociable: si Color : Plateado DESCRIPCIÓN CALIFICACIONES SEGURIDAD Tapicería en buen estado Pintura mínimos detalles Sistema eléctrico Transmisión automática secuencial Rines con copa Cinco llantas Aceite sintético (caja y motor) Bolsas de aire buenas
Nissan Versa,2017,83330,Gasolina,8000,Garantía: Extensa garantía disponible. Solicitar detalles. Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD Nissan Versa SV 2017
Nissan Sentra,2013,74000,Gasolina,5500,Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD 4 puertas. automatico
