model,year,kilometers,engine,price,description
Hyundai i20,2012,242000,Gasolina,6300,Precio negociable: si Color : Azul Hiunday i20 Color azul Año 2012 Aire acondicionado Standar Vidrios eléctricos Bolsas buenas todas. De agencia Kilometraje 242000 Interesados escribir o llamar al o al
Honda Civic,2017,67000,Gasolina,13900,"Garantía: Extensa garantía disponible. Solicitar detalles. Financiamiento: no Precio negociable: si Color : GRIS DESCRIPCIÓN ARTÍCULOS CALIFICACIONES SEGURIDAD HONDA CIVIC EX 2017 AUTOMATICO full extras, aire acondicionado, tapicería de tela nítida, SUNROOF DE FABRICA, bien enllantado con rines especiales originales, doble cámara de retroceso y pantalla touch de 10”, 67.000 MILLAS ORIGINALES, mandos al timon para audio y llamadas y bluetooth de fabrica, doble cola de pato de fabrica, motor suspensión dirección y caja nítidos, motor 1.5 de 4 cilindros turbo ecodreams, Elevador en los asientos, 3 MODOS DE MANEJO, excelente sonido con subwoofer, ENCENDIDO DE BOTON, alarma de fábrica, aire acondicionado digital, entradas USB y AUX, alfombras completas, paquete eléctrico, mantenimiento al dia, sistema de frenos ABS, SOLO EFECTIVO $13.900 Neg. Puedes llamar o escribir al y haz tu cita"
Mercedes Benz C-Class,2010,125000,Gasolina,9500,"Precio negociable: si Color : Blanco Vendo Mercedes Benz C300 4MATIC 2010 Rines Especiales 17"" Vías en los espejos Halógenos Techo Panorámico Asientos de Cuero Asientos delanteros Eléctricos con calefacción, (El del conductor con 3 memorias de posición) Cámara de Retroceso Pantalla Android Bluetooth y Sonido de Fábrica ACEPTO VEHÍCULO A CUENTA Vendo o Cambio, Precio Negociable!"
Audi A4 allroad,2010,200000,Gasolina,8500,"Precio negociable: si Color : Rojo Vendo Audi A4 Quattro 2.0T 2010 Motor 2.0 Turbo Automático y Secuencial 6 velocidades Rines Especiales (17&quot;) Vías en los espejos Halógenos Sunroof Asientos de Cuero bien cuidados Asientos delanteros Eléctricos con calefacción Llanta de repuesto y accesorios de emergencia originales Audi de fábrica Silvines Xenón con barras led Polarizado V-Kool completo con Garantía por escrito de 10 años Asegurado en $12,500 (Kilometraje actual en la última foto) ACEPTO VEHÍCULO A CUENTA Vendo o Cambio, Precio Negociable!"
BMW 328,2014,200,Gasolina,13500,"Financiamiento: no Color : Negro BMW 328 I Año 2014 Funcionando 100% Mantenimiento al dia Traspaso directo $13,500 precio fijo Contacto :"
Nissan ALTIMA,2013,18690,Gasolina,6500,"Garantía: Como es visto no hay garantía Financiamiento: no Color : azul Nissan Altima 2013. Asientos amplios para 5 pasajeros. Motor 2.5, Aire acondicionado funcionando sin problemas. Encendido de botón, llave de proximidad. Vidrios eléctricos. Transmisión automática. Puedo mostrar en horas del mediodía o a partir de las 5 p.m."
Toyota Corolla,2015,59200,Gasolina,10350,"Garantía: Como es visto no hay garantía Precio negociable: si Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Corolla 2015 LE *Bolsas en perfecto estado *Controles al timón funcionando *Cero pilotos encendidos *Tapicería en perfecto estado *Mantenimientos al día *Modo ECO, super económico *Motor 1.8 *A/C al 100% *Vehículo sujeto a toda prueba *59200 millas reales *Precio negociable *No se aceptan vehículos a cambio *Interesados consultar via WhatsApp"
Toyota Corolla,2014,149206,Gasolina,10800,"Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si DESCRIPCIÓN CALIFICACIONES SEGURIDAD Precio negociable. Vendo Toyota Corolla 2014 LE Eco Transmisión: Automática Motor: 1.8L Frenos ABS Estilo del chasis: 4-puertas Rines: Aluminio (especiales) Asientos: 5 Pasajeros Ventanas Eléctricas Espejos Eléctricos A/C Cierre Central Bluetooth CD Player Radio USB/AUX Control De Audio en el timón Control de Radio en el volante Súper económico y eficiente Tapicería y pintura en buen estado Polarizado V-Kool Cámara de retroceso Llanta de repuesto, rin normal (no dona) 92,712 millas Gasolina especial Afinado menor con Aceite Motul Full sintético"
Kia Spectra,2007,173700,Gasolina,4600,"Precio negociable: no DESCRIPCIÓN CALIFICACIONES SEGURIDAD Automático 2007 económico, 2.0 A/C funcionando! Precio FIJO $4,600 Se muestra en gasolinera Desvio cerro verde, carretera a sonsonate. O costo adicional si lo decea ver en otro lugar Tarjeta a mi nombre Mantenimientos hechos recientemente: Cambio de faja de distribución y sus baleros Limpieza de sensor MAF Limpieza de inyectores con ultrasonido Limpieza de garganta de aceleración Sensor de oxigeno banco 1 NUEVO. Cambio de manguera de freno, acomple y niple todo nuevo Cambio de aceite de motor, bujias al día. Batería nueva. Sistema eléctrico bien Motor en buen estado comprensiónes 175 las 4 parejas. Transmisión en buen estado Sistema de enfriamiento en buen estado CERO fugas -Incluye triángulo reflectivo y gato hidráulico de botella ***Detalles estéticos a observar en las fotos y una muy pequeña fuga en el retenedor trasero de sigueñal, pero no bota nada de aceite, $150 aprox en caso que quiera repararla q no afecta ya q que es muy leve. De ahi a toda prueba.*** Si leyó hasta acá y le interesó contacteme OJO precio fijo!!"
Hyundai Elantra GT,2005,238979537,Gasolina,4500,"Garantía: Como es visto no hay garantía Precio negociable: si Color : Rojo Año:2005 Tipo: Sedan Marca: Hyundai Modelo: Elantra GT Capacidad: 5.00ASS Color: Rojo Aire acondicionado, asientos de cuero, dirección hidráulica, tarjeta al dia, automático, con sunroof, detalles esteticos, se vende por motivos de viajes, motor nitido,$4,500 poco negociables"
Kia SOUL,2016,105445,Gasolina,8800,Precio negociable: si Color : Verde DESCRIPCIÓN ARTÍCULOS CALIFICACIONES SEGURIDAD Motor 1.6 Sistema Eco Mandos al timón Automático Secuencial A/C 105445 millas Precio negociable Se muestra zona Occidente Con opción a qué trámite usted la placas
Mitsubishi Mirage G4,2021,3000,Gasolina,12000,"Color : Gris Vendo Mitsubishi Mirage G4 2021 todas las bolsas buenas,motor 1.2cc con modo ECO y Sport con tan solo 3 mil millas, pantalla táctil, mandos al volante sistemas de radar, paquete eléctrico completo, cámara de retroceso, A/C trabajando al 100, pintura y tapiceria en exelente estado,llantas a un 90%de vida, mantenimiento al día, suspencion muy suave sin ningun ruido esta polarizado. YA TIENE PLACAS Exelente opcion para economizar combustible muy espacioso y cómodo para la familia o trabajo puede llevarlo a cualquier empresa de avalúo de vehículos o puede llevarlo a su mecanico de confianza el vehículo está nítido si ninguna falla Información al vea el video en la publicación del vehículo. Se muestran fotos de como entro al país PRECIO FIJO FIJO SOLO PERSONAS REALMENTE INTERESADAS NO PERDIDAS DE TIEMPO PORFAVOR"
Nissan Sentra,2017,144450,Gasolina,7750,"DESCRIPCIÓN CALIFICACIONES SEGURIDAD Nissan Sentra en buen estado, mantenimiento al día, aire helando Rico, tapicería buena, camara de retroceso, 144xxx km, sistema eco, ningun check, sin fugas, bien cuidado, carro de uso familiar se recibe vehículo a cuenta"
Toyota Corolla,1995,0,Gasolina,2700,"Precio negociable: si Color : Dorado DESCRIPCIÓN CALIFICACIONES SEGURIDAD Motor, caja en excelente estado Automático 4 puertas Cierre central Detalles estéticos Escribeme al"
Kia Forte,2018,69000,Gasolina,9200,"Precio negociable: si Color : Blanco Precio negociable Se muestra en zona Santa Tecla, San Salvador centro Vehículo con su mantenimiento al día a toda prueba mecánica"
Chevrolet Malibu,2014,123000,Gasolina,7800,"Color : Gris DESCRIPCIÓN ARTÍCULOS CALIFICACIONES SEGURIDAD Exclusivo Chevrolet Malibu en perfectas condiciones. Motor 2.5L super economico. Caja automatica secuencial. Alarma y sistemas ainticolision de fabrica. Asientos, vidrios electricos. Bluetooth, controles al timon, navegacion crucero, sistema de mantenimiento , sonido stereo de alta calidad, rines especilaes de fabrica, aire acondiciones nitido y mas."
Nissan Versa,2017,52892,Gasolina,7500,Financiamiento: no Precio negociable: si Color : Blanco DESCRIPCIÓN CALIFICACIONES SEGURIDAD Motor 1.6 (económico) Llantas 90/100 Llanta de repuesto nueva Vidrios eléctricos Aire funcionando al 100 Tapicería nítida Pantalla de retroceso
Nissan Sentra,2018,55000,Gasolina,8600,"Financiamiento: si Precio negociable: si Color : GRIS Sentra, año 2018, Cel.: , en $8600 Negociable o puede ser financiado, TAMBIEN PUEDE PREGUNTAR POR FINANCIAMIENTO DE CUALQUIER VEHICULO. tarjeta a mi nombre, motor 1800 nítido sin fugas con 55 mil millas y tres modos de manejo Eco, Sport y Normal, Caja automática nítida sin fugas, cámara de retroceso, , dirección eléctrica, llantas buenas, tapicería color negro nítida, mandos al timón, vidrios y espejos eléctricos todos funcionando al 100%, aire acondicionado helando al 100%, stereo de fábrica AM, FM, CD, MP3, AUX., USB, BLUETOOTH. Muestro en Calle Arce por Universidad Tecnológica frente al Dollar City. Cel.: .-"
Mazda 3,2010,157255,Gasolina,5800,Financiamiento: no Precio negociable: si Color : Blanco Whats :
Chevrolet Celta,2003,0,Gasolina,3500,"Precio negociable: si Color : Rojo Vendo Chevrolet Celta 2003, súper económico, manual; en excelentes condiciones tanto interior como exterior, todo funciona 10., No tiene ninguna falla. Pido $3500; pero es poco negociable Información:"
Toyota Yaris,2007,109000,Gasolina,5200,"Financiamiento: no Precio negociable: no Color : Azul DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vehículo de 4 puertas más el baúl, A/C no funciona. Lo demás todo bien. Detalles estéticos. Tapicería en buen estado. CD player."
Nissan Sentra,2015,89300,Gasolina,7600,Garantía: Como es visto no hay garantía Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Llantas nuevas Polarizado Aire acondicionado Frenos en buen estado Llanta de repuesto y mica Pilotos de tablero sin problemas Luces funcionando al 100% Transmisión automática Vidrios eléctricos Cámaras trasera Pantalla central Cambio de aceite de motor y caja recientes Bolsas de aire intactas Suspensión 100% A toda prueba !!!
Chevrolet Spark,2020,83903,Gasolina,7350,"Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si Color : AZUL ¡VEHÍCULO EN CAMINO! CHEVROLET SPARK LS 2020 $7,350.00 (02) Para mayor información puede comunicarse al por medio de llamada o WhatsApp. Link pagina web: CARACTERÍSTICAS: - Arranca y rueda. - 83,903 Millas actuales. - Bolsas frontales buenas. - Llave presente. - Vidrios manuales. - Transmisión automatica. - Motor 1.4 L de 4 CIL. - Pantalla. - Halógenos. PRECIO: $7,350.00 FUERA DE ADUANA PARA MAYOR INFORMACIÓN COMUNICARSE AL TELÉFONO O WHATSAPP: / . #sedan #importaciondevehiculos #carros #ventadevehiculos #venta #importacion #ventacarros #Chevrolet #chevrolet #chevroletspark #chevroletspark #spark"
Suzuki Aerio,2003,150000,Gasolina,3000,"Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD Buen estado en general. Detalles de tapicería, pintura y vidrios. Aire acondicionado funcionando al 100%. $3000 Negociable."
Nissan ALTIMA,2013,110065,Gasolina,6500,Color : GRIS Nissan Altima 2013 Full Extras Automatico Cuero Bolsas Buenas
Nissan Sentra,2014,98000,Gasolina,7400,"Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo Nissan Sentra 2014 SV Motor 1.8 Polarizado Mantenimiento al dia 3 modos de manejo eco,sport, antidesrrape Vehiculo super economico"
Nissan Sentra,2018,106000,Gasolina,9500,Color : Gris El carro está en buen estado todo le funciona
Nissan Sentra,2017,109435,Gasolina,7500,"Financiamiento: no Precio negociable: si Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo Nissan Sentra SR 2017 con solo 68 mil millas originales a reparar ver más detalles abajo en $7500 negociables para más información llame o escriba al - Motor 2.0 con modo Eco y sport - 68 mil millas originales - Encendido de botón - Sensores de puertas funcionando - 3 modos de manejo ( eco, confort, sport) - Caja sin golpes - Cambios suaves - Suspensión nítida - Rines originales especiales (nunca reparados) - Cámara de retroceso - Mandos al timón - Bluetooth - USB - Auxiliar - Paquete eléctrico - Llantas 8 de 10 - Interior nítido - Asientos súper bien cuidados - Único dueño desde que entró al país - Solo de subirse - Someto a toda prueba - Carrocería 7/10 con un golpe pequeño en la parte trasera del bomper - Aire acondicionado en buen estado - carro camina normal Detalles - Auto con motor en problema de recalentamiento a reparar - costo de la reparación cotizada en $750 - Ventana de piloto de puerta no funcionando Precio $7,500 negociable muestro únicamente en gasolinera puma Escalonia"
Mitsubishi Mirage G4,2021,4000,Gasolina,10000,"Color : Negro Bonito Mitsubishi Mirage G4 2021, reciente, poco milage, 4 puertas full extras, vidrios eléctricos, cámara, pantalla, baterías y llantas nuevas. Vendo solo con emisión de gases. Bolsa del timón, tablero abajo del timón y cortina derecha estalladas. Precio negociable"
Nissan Sentra,2015,60000,Gasolina,9000,"Precio negociable: si Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo Nissan Sentra SR 2015 Excelentes condiciones, precio moderadamente negociable. Transmisión automática Motor 1.8 Sistema Eco Millaje 60,000 Todas las bolsas buenas Rines de fábrica Botón de encendido Llave de proximidad Cámara de retroceso Tapicería en perfecto estado Caja, motor y suspensión en excelente estado. Cualquier característica que desee revisar, puede verificarlo con su mecánico de confianza. Más información al . Llamadas y Whatsapp."
Volkswagen Jetta,2002,258000,Gasolina,4250,"Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD VENDO CARRO ESTILO SEDAN 4 PUERTAS , MOTOR 2.0 , DE AGENCIA , ESTANDAR , FULL EXTRAS , RIN 16, POLARIZADO , AIRE ACONDICIONADO, ALARMA DE FÁBRICA, SUSPENSIÒN SUAVE, MOTOR Y CAJA A TODA PRUEBA , VEALO SIN COMPROMISO SAN SALVADOR WHATSAPP"
Nissan Sentra,2018,58000,Gasolina,8200,"Precio negociable: si Caja automatica, motor 1.8 cero fugas A TODA PRUEBA, 58 mil millas, tres modos de manejo Eco, Sport y normal, camara de retroceso, A/C al 100% mandos al timon"
Toyota Yaris,2014,58300,Gasolina,11500,DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo Carro en perfecto estado de agencia
Chevrolet Aveo,2017,43000,Gasolina,14300,"Color : Vino metálico Mantenimiento al día en agencia Recién enllantado Batería nueva A/C en estado óptimo Cámara de retroceso Puerto USB, Bluetooth No chocado, si detalles de carrocería Ventanas eléctricas Se entregarán dos llaves"
Toyota Yaris,2008,271000,Gasolina,6900,"Precio negociable: si Color : Blanco DESCRIPCIÓN CALIFICACIONES SEGURIDAD Blanco, 4 puertas, Standard, AC, un solo propietario en el país"
Mitsubishi Mirage G4,2019,76700,Gasolina,8500,"Precio negociable: si Mitsubishi mirage G4 2019 Motor 1.2 ( automático) Sistema eco Pantalla táctil original de fabrica Camara de retroceso Frenos abs Vidrios y espejos eléctricos AC al 100% Todas las bolsas buenas 76,700 millas Pintura en exelente estado Cierre central Mandos al timón Pastillas de frenos nuevas y discos rectificados Cambio de aceite de motor recién hecho Salió rodando de aduana/ Traspaso directo Llamadas al"
Mazda 3,2006,145000,Gasolina,4300,"Mazda 3s de agencia estándar año 2006 muy bien conservado, tarjeta a mi nombre detalles estéticos nada más, motor y caja al 100 mantenimientos al día,vidrios y espejos eléctricos*. A/c Helando rico $4300 negociable.Lo tengo en Santa Ana"
Volkswagen Golf,1996,200000,Gasolina,1500,"Golf GL 1996 standar. 4 velocidades ,4 puertas, carburado. para partes de repuestos."
Nissan Sentra,2002,0,Gasolina,4500,Tapicería en buen estado   Bolsas de aire buenas
Hyundai Accent,2014,7600,Gasolina,7600,Pintura minimos detalles   Sistema electrico
